run_id,beam_size,img,label_true,context_true,label_generated
20220322_101059,5,32053.jpg,A cricketer bowling.,Constantine bowling in 1930,A black-and-white photograph of a man wearing an old-style baseball uniform holding a baseball bat over his left shoulder
20220322_101059,5,32054.jpg,A cricketer hitting a ball,Constantine practising his batting in the nets in Australia in 1930,A cricketer batting
20220322_101059,5,32055.jpg,A group of men gathered outside a large building,"Constantine (in white suit, to the left of centre) introduces West Indian workers to the Minister of Labour, Ernest Bevin, during the Second World War.",A group of men and women are gathered around the statue of a man
20220322_101059,5,32089.jpg,"Gaffigan standing next to a car reading ""JIM GAFFIGAN / FOR PRESIDENT""",Gaffigan in 2008,A man in a suit and glasses standing in front of a car .
20220322_101059,5,32105.jpg,Photograph of Pope BenedictXVI,Cardinal Joseph Ratzinger was elected Pope BenedictXVI by the conclave on 19 April 2005.,A man with white hair and a white beard
20220322_101059,5,32106.jpg,Numbered choropleth world map showing the number of cardinal electors for the 2005 papal conclave from each country,Choropleth map indicating the number of cardinal electors in attendance from each country (unnumbered countries denote one cardinal elector)[b],A map of Europe showing the number of riders per nation that participated in the race .
20220322_101059,5,32181.jpg,Ecological Society of America Annual Meeting,Annual Meeting of the Ecological Society of America,A view of the concourse of the Kauffman Center for the Performing Arts .
20220322_101059,5,32211.jpg,"Women sitting in a circle, sewing fishing nets",These Syrian refugees and local Lebanese women are being retrained to make fishing nets.,A group of people on a stage .
20220322_101059,5,32215.jpg,Damodar River Beach At Sadarghat Burdwan,Damodar River Beach Burdwan,"A river in the foreground , with trees on either side"
20220322_101059,5,32220.jpg,12cm automatic turret gun model 1970 also known as ERSTA (Ersttning Tungt Artilleri in English Replacement Heavy Artillery),"12cm automatic turret gun model 1970 also known as ERSTA (Ersttning Tungt Artilleri or Replacement Heavy Artillery) developed to defend vital points like seaports from enemy landing ships, as well as area denial and fire support, even on a nuclear battlefield.",A view of the 747 on a grass field .
20220322_101059,5,32221.jpg,Man sitting in open-top vehicle,Selwyn Edge and his 16 hp Napier Car,A black and white photograph of a white trailer with an open cockpit
20220322_101059,5,32222.jpg,Cross section diagram with parts lettered,"Cross section through a zincair button cell. A:Separator, B: zinc powder anode and electrolyte, C: anode can, D: insulator gasket, E: cathode can, F: air hole, G: cathode catalyst and current collector, H:air distribution layer, I: Semi permeable membrane",A photograph of a 1964
20220322_101059,5,32275.jpg,Asubha Contemplation Illustration,"Illustration of the first two asubha contemplations: bloated corpse and discolored, bluish corpse. From an early 20th century manuscript found in Chaiya District, Surat Thani Province, Thailand",A page from a medieval manuscript
20220322_101059,5,32277.jpg,Brigham Young Jr.'s grave marker.,Brigham Young Jr.'s grave marker,A red granite headstone in a grassy cemetery
20220322_101059,5,32283.jpg,The traditional railway of the region,Thringer Waldbahn,A white and yellow train at a station
20220322_101059,5,32285.jpg,David Pearson's 1961 Ponitac,"Pearson's 1961 Pontiac, prepared by Ray Fox",A Production-spec Porsche Boxster 986 race
20220322_101059,5,32286.jpg,"Kuppelkirche Zminda Sameba, 2170 m und Kazbeg", View of Gerget church over Kazbegi/Stepantsminda.,Map of the Pacific Ocean
20220322_101059,5,32291.jpg,"Hudson Yards public plaza with the ""Vessel"" structure at left","A public plaza at Hudson Yards, with The Vessel",A group of people in front of a building .
20220322_101059,5,32299.jpg,Five men in light-coloured uniforms standing in front of a military aircraft,"Air Commodore Scherger (left) with other Allied officers in April 1944, after the landings at Aitape",A black and white photograph of a group of men in military uniforms in front of a military aircraft
20220322_101059,5,32333.jpg,A peninsula with eight ships beached on the shore in the foreground and over eleven ships anchored off the opposite shore. Smoke is rising from the peninsula.,"LSTs landing supplies at Blue Beach, Morotai","A black-and-white photograph of a large number of men in a baseball uniform , with arms akimbo"
20220322_101059,5,32335.jpg,Distribution map of Australian dingoes. The black line represents the Dingo fence (after Fleming et al. 2001).,Distribution map of Australian dingoes. The black line represents the Dingo Fence (after Fleming et al. 2001).,A map of Sicily showing the number of riders per nation that participated in the race .
20220322_101059,5,32346.jpg,"A black-and-white photo of students and their teacher in front of the Eight Square Schoolhouse, an eight-sided one-room schoolhouse, in Dryden, New York, in 1890",In 1890 (top) and in 2008 (bottom),"A two-story house with gabled roof and many windows on the first floor , with two arched windows on either side , and a chimney on the right"
20220322_101059,5,32364.jpg,Photo of the 7th Earl of Shaftesbury,"Anthony Ashley-Cooper, 7th Earl of Shaftesbury",A black and white photo of a man in a suit
20220322_101059,5,32365.jpg,Photo of Charles Dickens,"Charles Dickens, 1858",A man in a suit sitting at a desk
20220322_101059,5,32366.jpg,Photo of the Ragged School Museum,Ragged School Museum,A two-story brick building with many windows .
20220322_101059,5,32367.jpg,Photo of Dr Thomas Barnardo,Dr Thomas Barnardo,A man wearing a dark suit sitting at a desk and looking to the right
20220322_101059,5,32380.jpg,Poster of Gandhi sitting at a spinning wheel,"Popular 1930s poster depicting Gandhi spinning a charkha, captioned ""Concentrate on Charkha and Swadeshi""",A painting of a man sitting in a chair
20220322_101059,5,32395.jpg,"Image of 3 layers of ENRG Blanket, an organic PCM encapsulated in a poly/foil film."," Example Organic Bio-based PCM in a poly/foil encapsulation for durability in building applications, where it works to reduce HVAC energy consumption and increase occupant comfort.",A map of the district
20220322_101059,5,32399.jpg,A map. See description,"In 1962, Rhodesia was split about equally between black (orange and purple) and white (yellow) areas. The ruling United Federal Party proposed the removal of racially defined boundaries, except for reserved Tribal Trust Lands (orange), which made up about 45% of the country.",A map showing the extent of the Roman Empire
20220322_101059,5,32402.jpg,vegetable ivory buttons,These tagua nut buttons reveal the grain on the top. The carved hole in the shank is the natural color.,Photo of a drop of liquid in a small substance
20220322_101059,5,32406.jpg,An orange dog chews on a meat-covered animal bone being offered by a human.,A New Guinea singing dog being offered a bone,A color photograph of a Greater Swiss Mountain Dog .
20220322_101059,5,32407.jpg,"A picture of an orange new guinea singing dog at night, illuminated by camera flash. The camera flash has caused the dog's eyes to reflect green.",Night picture with noticeable green eye shine off the tapetum lucidum,A diagram of a wolf
20220322_101059,5,32419.jpg,Dagger-axes and variants.,Two dagger-axes (left) and a variety of ji.,A diagram showing a chain running through the evens
20220322_101059,5,32432.jpg,An explosion among men on deck of a warship,Struck by a discharge of grape from Fort Jackson,"A black and white drawing of a battle scene , with soldiers in the foreground ."
20220322_101059,5,32435.jpg,Wide stretch of still water with a narrow boat on it. Tow path on the right and trees and houses on the left.,The Kennet and Avon Canal passes around the edge of the village,A river flowing between two banks of trees and a river .
20220322_101059,5,32450.jpg,Man jumping off the top of a wall,A saut de bras,A statue of a man wearing a suit and holding a book
20220322_101059,5,32462.jpg,A Generalised energy profile diagram for kinetic versus thermodynamic product reaction.,Energy profile diagram for kinetic versus thermodynamic product reaction.,"A diagram of a circle , with a red line running from the center of the image ."
20220322_101059,5,32469.jpg,"Two identical green triangles with the text ""Image A"" under them, all on a white background",Image A,A diagram showing the location of the main battle of WWII .
20220322_101059,5,32470.jpg,"A woman wearing a pink ensemble, performing in a concert.","Carey performing ""Butterfly"" in Germany, during her Adventures of Mimi concert tour",A color photograph of Marina performing live .
20220322_101059,5,32473.jpg,The boys pictured from the front and side with descriptions in text,"A wanted poster for escaped boys at Plainfield's Indiana Boys School, 1917",A page from a medieval manuscript
20220322_101059,5,32483.jpg,Triangle of U,"The ""triangle of U"" diagram, showing the genetic relationships among six species of the genus Brassica. Chromosomes from each of the genomes A, B and C are represented by different colours.","A schematic diagram showing the components of the rowers of the family , the men and the organ , including the word identification and task/decision subsystems ."
20220322_101059,5,32499.jpg,Black-and-white (greyscale) photo of blond-haired man at the left of the U.S. Route 66 large sign and a black-haired man at right,"Martin Milner (left) and George Maharis, 1962",A black and white photograph of Eddy men
20220322_101059,5,32509.jpg,Tupac Shakur standing between actors portraying Biggie Smalls and Lil' Kim.,"Shot from the music video, with stand-in Biggie on the left, Shakur in the middle, and Lil' Kim on the right.",A group of four men wearing black clothing .
20220322_101059,5,32518.jpg,"bust-length portrait of Saint-Sans with a beard in a vest and suit, looking at the viewer",Saint-Sans photographed by Nadar,A man in a dark suit
20220322_101059,5,32523.jpg,Black-and-white photo of a woman in a dress standing.,Children's book writer Beatrix Potter was among those who were enthusiastic about Seuss's first book.,"A young man wearing a hat and jacket , holding a cane"
20220322_101059,5,32524.jpg,"A color photo. Down the middle runs a tree-lined sidewalk, with a fenced grassy area to the left and a street to the left, lined with houses.","Geisel was likely thinking of the real-life Mulberry Street of the Springfield, Massachusetts of his youth.",Map of the main entrance to the Australian contingent
20220322_101059,5,32525.jpg,"A black-and-white photograph of the upper portion of a man in glasses, looking leftward.","Deems Taylor (pictured) adapted Mulberry Street into an orchestral work, Marco Takes a Walk (1942).",A dark-haired man in a dark jacket looks straight ahead
20220322_101059,5,32550.jpg,"A woman wearing a long black gown, singing in concert.","Carey performing ""My All"" during a concert in Las Vegas","A woman with long brown hair wearing a white dress , singing into a microphone"
20220322_101059,5,32562.jpg,"Painting of Continental Marines landing on a tropical beach from rowboats, with two ships in the background",Continental Marines land at New Providence during the Battle of Nassau,Map of the Battle of Gibraltar
20220322_101059,5,32563.jpg,A Cat Communicating through social grooming.,A cat socially grooming.,Photo of a tea cat
20220322_101059,5,32568.jpg,"A view of the Lido Park entrance at Droitwich, with the car park and Worcester Road in front",Entrance to Droitwich Lido Park,A wide suburban street with cars parked in front
20220322_101059,5,32569.jpg,A large stretch of mostly desolate land,A sagebrush steppe in northeastern Nevada.,Photo of a large ruin
20220322_101059,5,32578.jpg,"A topless Caucasian man, with green hair and wearing a black and white mask that covers the top half of his face, poses with his arm raised across his chest and his hand in a fist. A wrestling championship with a black strap is visible in the foreground of the image, and is inscribed with ""WWE Tag Team Championship"".",The Hurricane as World Tag Team Champion,"A man wearing a green jersey with the word `` SONICS '' and the number `` 24 '' written in the front , is holding a basketball ."
20220322_101059,5,32579.jpg,"A blonde Caucasian woman stands with her arms stretched up in the air. She is wearing a black crop top, with black shorts, black knee-high boots, and black elbow-length gloves. A black mask covers the top half of her face.","Stacy Keibler, as ""Super Stacy"", was the valet for The Hurricane and Rosey in 2005",A picture of a woman wearing a black and white leotard
20220322_101059,5,32591.jpg,A blond woman pouts while wearing a white halter-neck top. She is standing in front of a red brick wall.,Phoenix during an OVW show in July 2005,"A woman with blond hair , wearing a white outfit ."
20220322_101059,5,32592.jpg,"A man and a woman pose together. The dark-haired man is standing on the left and is wearing a blue T-shirt with the Italian flag and the word 'Santino' written upon it, blue wrestling tights, and red kneepads. He is wearing a gold wrestling championship around his waist. The blond-haired woman is standing on the right, wearing a black catsuit with the sides of the torso removed to bare part of her midriff. She is holding a wrestling championship upon her left shoulder and has her right arm outstretched.","Phoenix (right) and Santino Marella in November 2008 as the Women's and Intercontinental champions, respectively",A blond woman wearing a blue dress and dark shorts singing into a microphone .
20220322_101059,5,32593.jpg,"A blond woman, wearing a black and blue catsuit with the sides of the torso removed to bare part of her midriff, standing with both arms in the air while holding a gold statuette in her right hand and a wrestling championship in her left.","Phoenix won the 2008 Diva of the Year Slammy Award (right hand), and is a three-time WWE Women's Champion.",A color photograph of a man dressed in black singing
20220322_101059,5,32648.jpg,black and white Victorian photograph of the head and shoulders of a bespectacled man with a large dark beard,"Hans Richter, the dedicatee, conducted the premire of the symphony","A man with short , salt-and-pepper hair wearing a white shirt and black jacket"
20220322_101059,5,32664.jpg,The skyline of a city. A bridge crosses a river in the center.,Interstate 235 crosses the Des Moines River in downtown Des Moines.,A view of the motorway from a carriageway
20220322_101059,5,32666.jpg,A large arched suspension bridge passes over a busy highway. The nighttime skyline is seen through the cable supports.,The Edna M. Griffin Memorial Bridge,A large arch bridge crossing a wide river
20220322_101059,5,32685.jpg,Tinkerbelle in the Crawford Auto Aviation Museum. April 2018,Tinkerbelle in the Crawford Auto Aviation Museum.  April 2018,A small wooden boat with a red roof
20220322_101059,5,32692.jpg,the Lovekyn Chapel,Lovekyn Chapel,Map of the church
20220322_101059,5,32694.jpg,Buford passengers,"Leading Personages on The Buford's Passenger-ListEmma Goldman, Ethel Bernstein, Peter Bianki, Alexander Berkman",A page from a medieval manuscript
20220322_101059,5,32695.jpg,The Soviet Ark leaving New York harbor.,"""THE SOVIET ARK""The United States army transport Buford, carrying 249 ""Reds"" as America's Christmas present to Lenine and Trotzky.",A black and white image of a ship underway
20220322_101059,5,32704.jpg,A simple book cover.,Title page from the first edition (1848),A plain book cover
20220322_101059,5,32732.jpg,"Formal picture of approx 50 males in Army Uniform, front row seated, with the Offiers, then 4 rows standing probably on benches or staging, about 15 per row, presumably of dentists who were passing out following completion of the course","Field Training Course, March 1944, The Army Dental Corps School of Instruction, Aldershot",A group of men standing in formation on the deck of a ship
20220322_101059,5,32734.jpg,"Gravestone of Buckminster Fuller with the quote ""call me trimtab""",Grave of Buckminster Fuller,A granite headstone among other headstones
20220322_101059,5,32735.jpg,Pressley's penalty,Pressley scores past Gretna goalkeeper Alan Main in the 2006 Scottish Cup Final penalty shootout.,A football player scores a goal against the opposing goalkeeper from a penalty-kick . Stewards and camera-operators are visible .
20220322_101059,5,32740.jpg,"Man wearing gray jacket, tie, and sunglasses with his left arm raised",Manager Dick Williams said that Wiggins was the league's most valuable player in 1984.,A man in a suit and tie stands with his arms folded .
20220322_101059,5,32741.jpg,Baseball player Tony Gwynn swinging a bat,"Tony Gwynn, Wiggins' teammate and friend on the Padres",A baseball player in red and gray
20220322_101059,5,32777.jpg,image showing gill slits in acorn Worm and tunicate,The presence of gill slits (in blue) in an acorn worm (left) and a tunicate (right).,A diagram of the human brain .
20220322_101059,5,32778.jpg,phylogeny,A phylogeny showing when gill slits may have arisen. It is thought that gill slits were subsequently lost in echinoderms.,A diagram of the original Tsetlin Machine
20220322_101059,5,32789.jpg,"Welsh carved wooden lovespoon with hearts, lock and wheel. There are five design elements, three hearts which also form the bowl and the ring of the spoon. Between these are a wheel and a padlock.","Welsh lovespoon with hearts, lock and wheel",A photograph of the edge of the Sutton Hoo helmet
20220322_101059,5,32810.jpg,LEER 122 camper shell on a Ram 1500,A modern LEER 122 camper shell,Photo of a green car in a car park
20220322_101059,5,32811.jpg,"road sign reading ""St. Augusta, population 3,317"" and ""Yellow ribbon city"", in front of a harvested corn field",Sign welcoming visitors to St. Augusta,A sign with the words `` Welcome to the Pitt ''
20220322_101059,5,32812.jpg,This scaper is one type of scrapers based on Bordes' typology. Bordes classified the scapers by the location and shape of retouch on lithic,Convex transverse scraper,A black and white line drawing of a bird 's head
20220322_101059,5,32815.jpg,A tropical beach against a sunny sky,Shooting locations for the live-action version of Tracy Island included Anse Lazio beach on the island of Praslin in Seychelles (pictured).,A view of the sea from a beach .
20220322_101059,5,32830.jpg,Lightly-built bipedal reptile,Life restoration,Photo of a dodo
20220322_101059,5,32831.jpg,"Bipedal dinosaur leaning down to feed on a small, dead mammal-like reptile",An artist's impression; feeding on a small synapsid,Photo of a dodo
20220322_101059,5,32845.jpg,MV caribou MV Joseph and Clara Smallwood,"MV Caribou and MV Joseph and Clara Smallwood laid up at Sydport in Point Edward, Sydney Harbour in March 2011.",A spaceplane sits on a runway near a large building
20220322_101059,5,32855.jpg,A Japanese man gestures in front of a podium.,"Daisuke ""Pixel"" Amaya programmed, illustrated, designed, wrote the story for, and composed the music to Cave Story over the course of five years.",A Japanese man in a black shirt looking to his right
20220322_101059,5,32856.jpg,Aerial view of a bridge approaching a fog-covered river,Aerial view of NY199 as it approaches the KingstonRhinecliff Bridge (at left) from the west,A mountain in the distance .
20220322_101059,5,32857.jpg,"A road in a rural landscape beneath a blue sky, dropping down slightly below the camera and continuing straight for a great distance, with telephone poles and an intersecting road at its left",NY 199 approaching Red Hook,A two-lane highway in a wooded area with some farmland on it .
20220322_101059,5,32858.jpg,"A two-lane road stretching out ahead of the camera to a distant curve to the right. On the left is a rolling of fields, woods and two small houses with a brown fence running alongside the road",Countryside along NY199 east of Hammertown,"A two-lane road passing through a rural area , with trees in the background"
20220322_101059,5,32859.jpg,Ground-level view of a highway lined with ice-covered trees. A sign on the right-hand side bears the route's designation.,NY199 after the December 2008 ice storm,"A two-lane road in a wooded area , with trees on either side"
20220322_101059,5,32890.jpg,female,Female,"A close-up view of a large black and white flower , with a few white men"
20220322_101059,5,32893.jpg,Three-story brick building with vaguely neoclassical details,Hahn Administration Building on Wayne State campus,Photo of the house in the late 19th century .
20220322_101059,5,32897.jpg,Screen shot showing Lars facing two bosses.,Lars facing two bosses in the campaign.,A man in a powered armor grabs a chameleon-like creature
20220322_101059,5,32898.jpg,An illustration showing Masashi Kishimoto's sketch of Lars which would be used in a Naruto game from CyberConnect2,Multiple guest artists designed alternative costumes. This one illustrates Masashi Kishimoto's sketch of Lars which would be used in a Naruto game from CyberConnect2,A group of hockey players .
20220322_101059,5,32930.jpg,This bridge was built by Britisher's for the Kingdom of Travancore in which the people can have ease of transportation at early times of 1900,Photo of the article,A view of the temple from the top of a large hill
20220322_101059,5,32941.jpg,Inset view of Potos by Bernard Lens from Herman Moll. Map of South America. London: c. 1715.,"Cerro Rico de Potos as depicted in 1715, the possible origin of the Sierra de la Plata myth.",Photo of a mountain in the distance
20220322_101059,5,32942.jpg,"The bottom left corner of the screenshot shows a block with a face and limbs, and the gameplay field is displayed in a combination of solid graphics and wire-frames, the latter which represents blocks still falling. On the right side, a two-dimensional view of the gameplay is shown.",Players move falling blocks to fill up a three-dimensional well.,A red rectangular video game screenshot that is a digital representation of a domestic room . It is shaped like a 'M ' and ' letters .
20220322_101059,5,32954.jpg,"A rider in black jeans and tennis shoes seen from behind on a Suzuki Hayabusa motorcycle, with a green light to his right.",Motorcycle drag racer at the starting line,A road racing cyclist wearing a black and white skinsuit while riding a bike .
20220322_101059,5,32955.jpg,Ed Smith Stadium,Ed Smith Stadium after $31 million renovation,A white domed building
20220322_101059,5,32956.jpg,Roger Dean Stadium, Roger Dean Stadium,A panoramic view of a cricket stadium
20220322_101059,5,32976.jpg,Panoramic photo series of succession in Florida pine woodland,A combination of photos taken at a photo point at Florida Panther NWR. The photos are panoramic and cover a 360 degree view from a monitoring point. These photos range from pre-burn to 2 year post burn.,A close-up of an old manuscript
20220322_101059,5,32988.jpg,A section of string contains a number of twists which lead to a loop secured to the back of a chair.,An example of using a twisted loop to direct the string of a can phone in a new direction,A wooden table with a wooden table in the middle of a field .
20220322_101059,5,32993.jpg,A young brunette woman in a blue dress behind a keyboard and microphone.,Marit Larsen released her debut solo album in 2006 and has had three number one hits in Norway.,"A man wearing a black shirt , playing a guitar and singing into a microphone"
20220322_101059,5,33020.jpg,"Image of three women. They are standing on the steps of a staircase. The woman in the left has light brown hair, is smiling and clapping. She is wearing an ensemble with a corset in the middle. The woman in the center has red hair and is wearing a hat with a feather while staring with a smile. The woman in the right is African American and wears a lingerie outfit with long stockings and the same hat that the woman in the center. She is also smiling and looking at the lower-left corner. Below them, an African American man is playing the bass.","Spears (left) and her dancers during The Onyx Hotel Tour, 2004.","A young Caucasian man with short , dark hair wearing a black vest and pants singing into a microphone while standing in a wrestling ring ."
20220322_101059,5,33021.jpg,Photo of,Rosie's Diner in Rockford,A white train is parked at a recessed side platformed station with canopies and signage visible .
20220322_101059,5,33024.jpg,"A graph showing a small part of a UK Web Archive website crawl. Every circle is a different website, and every line represents a link that was followed between websites. The size of the circle represents how many pages were visited from that site, and the width of the line represents the number of links followed.","A graph showing a small part of a crawl. Every circle is a different website, and every line represents a link that was followed between websites. The size of the circle represents how many pages were visited from that site, and the width of the line represents the number of links followed. UKWA Crawls: one hour in one minute",A map of Normandy in 1142
20220322_101059,5,33025.jpg,"A graph showing the percentage of the dataset which the phrases ""millenium bug"" or ""y2k issue"" occur in, between the years of 1996 and 2013. Both trends rise to a maximum in 1999, followed by a decline, following much the same shape.","SHINE graph showing how often the phrases ""millennium bug"" or ""y2k issue"" appear between the years of 1996 and 2013. Both trends rise to a maximum in 1999 followed by a decline.",A graph showing the decrease in refractive index with increasing alcohol consumption .
20220322_101059,5,33026.jpg,Relief showing three hieroglyphs in a cartouche,Cartouche of Neferefre on the Abydos king list,A photograph of the sarcophagus of a man
20220322_101059,5,33027.jpg,Statuette of a seated king holding a mace and wearing the long crown of Upper Egypt,Menkauhor Kaiu could be a son of Neferefre and Khentkaus III.,A black and white photograph of a large stone effigy
20220322_101059,5,33028.jpg,Black and white drawing of columns of hieroglyphs from a cylinder seal,Drawing of the impression of a cylinder seal of Shepseskare,An illustration showing baseball uniforms
20220322_101059,5,33029.jpg,"Plan of the necropolis of Abusir showing the alignment of the pyramids of Sahure, Neferirkare Kakai and Neferefre on an axis pointing to Heliopolis. The pyramid attributed to Shepseskare is off this alignment, somewhat to the north.",Map of the necropolis of Abusir. The unfinished pyramid is attributed to Shepseskare. The red line points to Heliopolis.,A map of the original Bethlem Hospital site
20220322_101059,5,33030.jpg,Statue of a standing pharaoh in black stone. He is holding a mace and a rounded crown.,"Schist statue of Neferefre wearing the white crown of Upper Egypt discovered in his pyramid complex at Abusir, Egyptian Museum",A stone statue
20220322_101059,5,33031.jpg,Outline of the pyramid of Neferefre. Essentially a square with a hole in the middle for the underground chambers and a passage leading to them.,"Structure of the first step of Neferefre's pyramid. A: External wall, B: Internal wall, C: Stepping fill, D: Pit for the underground chambers, E: Pit for entry.",A map of the US Army
20220322_101059,5,33032.jpg,Ruined wall of bricks and a few stones in the desert.,The ruins of the mortuary temple of Neferefre,A color picture of a large sandstone ruin
20220322_101059,5,33033.jpg,Entrance of a tomb with two columns set between long descending walls of stones.,"The mastaba of Ti, where the only attestations of the Hotep-Re have been found",A color picture of a large masonry wall
20220322_101059,5,33034.jpg,Great but ruined pyramid made of bricks and stones in the desert.,The pyramid of Neferirkare in Abusir,A color picture of a large sandstone ruin
20220322_101059,5,33139.jpg,A railway station with long low platforms and short lengths of high-level platforms,Accessible mini-high platforms at the station,A train station with overhead lines and a train at its end .
20220322_101059,5,33140.jpg,"A footbridge over an electrified railway line, with staircases boarded off","The footbridge in 2013, with two deteriorated staircases closed","A train station with two tracks and two platforms , each with a curved metal structure ."
20220322_101059,5,33144.jpg,"Several people shopping in an area with high shelves on the right stacked with spiral notebooks and other stationery products in open yellow boxes. At the top of the shelves are several blue signs with a small stylized starburst logo in yellow and ""Everyday Low Price"" in white text, on a red background. Strip fluorescent lights on the ceiling illuminate the scene; a yellow sign hanging from the ceiling has an octagon with ""back to school"" and text in English and Spanish beneath it. On the left are shelves reaching camera height; a sign in the front bottom says ""$9.97"".",Back-to-school sale at a Walmart,Map of the mall
20220322_101059,5,33146.jpg,"A screenshot from a video game. On the corner of a foggy street, a monster with no arms faces a man in a green jacket wielding a pipe.",James preparing to fight a monster,"Photo of a large , metal-framed device in an open space"
20220322_101059,5,33150.jpg,The axillary buds are highlighted in yellow.,Axillary buds are located at the intersection of the leaf and stem of a plant.,A diagram of a planet .
20220322_101059,5,33169.jpg,Madonna in red shorts and black T-shirt playing a white electric guitar.,"Madonna performing ""Dress You Up"" on the Sticky & Sweet Tour in 2009.",A color photograph of Gwen Stefani performing live .
20220322_101059,5,33170.jpg,Finlayson speaking at a lectern with flowers behind him,Finlayson speaking at the 30th Anniversary of the NZ String Quartet in 2017,"A man in his late sixties with a mustache , wearing a black suit , standing at a podium"
20220322_101059,5,33186.jpg,regularity partition,"The edges between parts behave in a ""random-like"" fashion.",Map of the US Army
20220322_101059,5,33187.jpg,regular pair,Subset pairs of a regular pair are similar in edge density to the original pair.,"A diagram of three horizontal lines , with the letters `` international '' and `` B '' ''"
20220322_101059,5,33188.jpg,refinement,The boundaries of irregularity witnessing subsets refine each part of the partition.,"A diagram of a circle , with a circle on it , and two regions labeled ."
20220322_101059,5,33197.jpg,Weapon system,The ordnance and explosives produced by the Metal Lab at Wah Cantt,A photo of the band Cup trophy
20220322_101059,5,33230.jpg,"A 1959 Guy Banister Associates Yellow Pages advertisement, New Orleans Telephone Directory","1959 Guy Banister Associates, Inc. Yellow Pages advertisement, New Orleans Telephone Directory.",A newspaper article
20220322_101059,5,33231.jpg,"A blonde woman wearing a white gown sings. Behind her are brightly lit stairs, and twinkling lights are on the ceiling.","Carey performing ""Hero"" live during her Charmbracelet World Tour (200304)",A woman is performing a song on stage . She is wearing a flower .
20220322_101059,5,33232.jpg,"A blonde woman sits atop a piano and sings. A long, white cloth hangs around her while a silhouette behind the woman shows two male figures as if holding the white cloth.","Carey performing ""Subtle Invitation"", seated on top of a piano, on the Charmbracelet Tour (200304)",A photograph of the band onstage
20220322_101059,5,33233.jpg,"A blonde woman wearing a white top and short skirt sings. She is flanked by four men, who pretend to take photographs of her.","Carey and her dancers performing ""Heartbreaker"" on the Charmbracelet Tour in 2003",A color photograph of members of the band Yes on stage
20220322_101059,5,33247.jpg,Juvenile skeleton,"Reconstruction of a juvenile skeleton, based on RAM 14000",A black and white drawing of a man with long hair and a large moustache
20220322_101059,5,33257.jpg,Labia Wrinkles,An aroused labia with wrinkles similar to those on a male's scrotum.,"Map of the head of a man , showing the head of a hand"
20220322_101059,5,33272.jpg,"A screen capture from the film, showing a distraught Csar tied up to a pole staring at Tony le Stphanois, who has his back to the camera.","Tony telling the tied-up Csar ""I liked you, Macaroni. But you know the rules"" before shooting him for betrayal. This scene was included to echo how Dassin felt after being betrayed by his contemporaries in America.","A black and white photo of a young man , dressed in a suit and tie , sitting at a table with a microphone"
20220322_101059,5,33295.jpg,Damon Allen.,Damon Allen as a Rider.,"A man in a white and navy football kit , running on a football field"
20220322_101059,5,33296.jpg,Red and silver locomotive,"No. 551 at Newhall Yard in San Jose, California, with the Coast Starlight in 1975. The later SDP40Fs were distinguished from the first 40 by lower-profile cooling fans.","A red and white photograph of a train standing at a station , showing the end carriage in a small ."
20220322_101059,5,33303.jpg,"Ground-level view of three lanes of a divided freeway with two green exit signs directly overhead; the sign on the right is marked with a bright yellow banner that reads ""Exit Only"".",Western terminus of Route 25 in Wareham. I-495 begins underneath the bridge in the background.,A large green sign reading `` ELMWOOD '' . In the background is a highway sign reading `` ELMWOOD '' .
20220322_101059,5,33304.jpg,"Ground-level view of a busy, six-lane divided freeway; a large overpass bridge is visible in the distance.",Westbound Route 25 at the Bournedale Road overpass,A four-lane asphalt road with a grassy median surrounded by trees and homes
20220322_101059,5,33305.jpg,Ground-level view of a three lanes of a divided freeway; a large green and gray overpass bridge and a green exit sign are visible in the distance.,Route 25 west at Exit 2 and the Glen Charlie Road overpass in Wareham,A four-lane asphalt road with a grassy median surrounded by trees and homes
20220322_101059,5,33306.jpg,"Ground-level view of three lanes of a divided expressway; two large green exit signs are visible in the distance, and the road is surrounded by dense forests.",Eastbound Route 25 near Exit 3 and the freeway's eastern terminus. Route 28 is unsigned at this interchange.,A car with a car is parked on a road
20220322_101059,5,33319.jpg,A vertical rectangular video game screenshot that is a digital representation of a fictional world with platforms. A small yellow character on a yellow Pegasus flies around an area populated with floating blue platforms and red and grey knights riding grey buzzards.,Joust 2 introduced a pegasus creature (top left) with abilities different from the standard birds.,A video game screenshot of a person in a powered exoskeleton firing a missile
20220322_101059,5,33320.jpg,A cropped photo of a young Gerard's head and shoulders,"Gerard in 1912, prior to turning professional",A black and white photograph of a man
20220322_101059,5,33321.jpg,Gerard wearing skates and holding a hockey stick poses for a photo.,"Gerard during the 191314 season, his first with the Ottawa Senators","A man , wearing a black and white shirt and black shorts , with his hands in his pockets"
20220322_101059,5,33357.jpg,A man and a woman sitting at a table and smiling at the camera.,"Paula Seling and Ovi (pictured) placed third with their 2010 entry ""Playing with Fire"".",A photograph of Bullock smiling and smiling at the camera
20220322_101059,5,33361.jpg,panorama, Residential area in Ramenskoye with painted apartment blocks,Map of the city with people in the background
20220322_101059,5,33365.jpg,"A small county slightly, located in the centre of a country. It is completely bounded by other counties.",The county of Leicestershire in relation to England,A map of England showing the political factions in 1140
